noun_w_ekor_noaffix1	noun_w_ekor_noaffix2	cossim
merpati	cenderawasih	0.39
merpati	kutilang	0.42
merpati	kelomang	0.28
merpati	pedet	0.2
merpati	lipas	0.28
merpati	cemani	0.3
merpati	bonobo	0.23
merpati	tonggeret	0.23
merpati	gazelle	0.23
merpati	tedong	0.24
merpati	pekatik	0.34
merpati	tongeret	0.3
lembu	kelelawar	0.21
lembu	belut	0.28
lembu	bersayap	0.26
lembu	keledai	0.48
lembu	belalang	0.34
lembu	siput	0.3
lembu	angsa	0.3
lembu	banteng	0.47
lembu	jangkrik	0.25
lembu	cupang	0.19
lembu	primata	0.17
lembu	pari	0.26
lembu	gagak	0.3
lembu	biota	0.18
lembu	gurita	0.24
lembu	kijang	0.41
lembu	kecoa	0.14
lembu	simpanse	0.18
lembu	pejantan	0.24
lembu	tupai	0.3
lembu	orangutan	0.23
lembu	ngengat	0.16
lembu	tokek	0.22
lembu	garuda	0.31
lembu	musang	0.29
lembu	keong	0.3
lembu	kalkun	0.31
lembu	cicak	0.2
lembu	gorila	0.24
lembu	patin	0.28
lembu	tungau	0.22
lembu	biawak	0.31
lembu	pipit	0.26
lembu	semur	0.21
lembu	mencit	0.26
lembu	bunglon	0.23
lembu	belatung	0.19
lembu	kancil	0.31
lembu	kobra	0.24
lembu	kupu	0.13
lembu	kerapu	0.24
lembu	beo	0.16
lembu	kecoak	0.14
lembu	cecak	0.29
lembu	sanca	0.34
lembu	lutung	0.25
lembu	rajungan	0.19
lembu	nuri	0.21
lembu	iguana	0.32
lembu	lipan	0.32
lembu	celeng	0.37
lembu	wader	0.14
lembu	beruk	0.4
lembu	marmut	0.27
lembu	laron	0.14
lembu	insekta	0.14
lembu	cenderawasih	0.25
lembu	kutilang	0.19
lembu	kelomang	0.22
lembu	pedet	0.36
lembu	lipas	0.42
lembu	cemani	0.31
lembu	bonobo	0.2
lembu	tonggeret	0.28
lembu	gazelle	0.26
lembu	tedong	0.32
lembu	pekatik	0.32
lembu	tongeret	0.27
kelelawar	belut	0.24
kelelawar	bersayap	0.4
kelelawar	keledai	0.27
kelelawar	belalang	0.34
kelelawar	siput	0.35
kelelawar	angsa	0.3
kelelawar	banteng	0.33
kelelawar	jangkrik	0.34
kelelawar	cupang	0.12
kelelawar	primata	0.4
kelelawar	pari	0.23
kelelawar	gagak	0.49
kelelawar	biota	0.25
kelelawar	gurita	0.35
kelelawar	kijang	0.27
kelelawar	kecoa	0.32
kelelawar	simpanse	0.3
kelelawar	pejantan	0.22
kelelawar	tupai	0.45
kelelawar	orangutan	0.26
kelelawar	ngengat	0.37
kelelawar	tokek	0.4
kelelawar	garuda	0.24
kelelawar	musang	0.42
kelelawar	keong	0.28
kelelawar	kalkun	0.31
kelelawar	cicak	0.41
kelelawar	gorila	0.32
kelelawar	patin	0.16
kelelawar	tungau	0.32
kelelawar	biawak	0.35
kelelawar	pipit	0.37
kelelawar	semur	0.24
kelelawar	mencit	0.23
kelelawar	bunglon	0.32
kelelawar	belatung	0.35
kelelawar	kancil	0.27
kelelawar	kobra	0.29
kelelawar	kupu	0.33
kelelawar	kerapu	0.13
kelelawar	beo	0.34
kelelawar	kecoak	0.35
kelelawar	cecak	0.36
kelelawar	sanca	0.28
kelelawar	lutung	0.38
kelelawar	rajungan	0.24
kelelawar	nuri	0.31
kelelawar	iguana	0.4
kelelawar	lipan	0.39
kelelawar	celeng	0.36
kelelawar	wader	0.34
kelelawar	beruk	0.3
kelelawar	marmut	0.32
kelelawar	laron	0.37
kelelawar	insekta	0.38
kelelawar	cenderawasih	0.29
kelelawar	kutilang	0.33
kelelawar	kelomang	0.3
kelelawar	pedet	0.08
kelelawar	lipas	0.36
kelelawar	cemani	0.21
kelelawar	bonobo	0.21
kelelawar	tonggeret	0.39
kelelawar	gazelle	0.3
kelelawar	tedong	0.26
kelelawar	pekatik	0.23
kelelawar	tongeret	0.3
belut	bersayap	0.09
belut	keledai	0.2
belut	belalang	0.28
belut	siput	0.35
belut	angsa	0.23
belut	banteng	0.23
belut	jangkrik	0.38
belut	cupang	0.42
belut	primata	0.23
belut	pari	0.33
belut	gagak	0.18
belut	biota	0.31
belut	gurita	0.4
belut	kijang	0.26
belut	kecoa	0.28
belut	simpanse	0.24
belut	pejantan	0.29
belut	tupai	0.22
belut	orangutan	0.29
belut	ngengat	0.19
belut	tokek	0.37
belut	garuda	0.13
belut	musang	0.2
belut	keong	0.42
belut	kalkun	0.33
belut	cicak	0.32
belut	gorila	0.27
belut	patin	0.54
belut	tungau	0.25
belut	biawak	0.38
belut	pipit	0.21
belut	semur	0.31
belut	mencit	0.21
belut	bunglon	0.23
belut	belatung	0.34
belut	kancil	0.2
belut	kobra	0.33
belut	kupu	0.21
belut	kerapu	0.44
belut	beo	0.16
belut	kecoak	0.28
belut	cecak	0.37
belut	sanca	0.38
belut	lutung	0.24
belut	rajungan	0.36
belut	nuri	0.18
belut	iguana	0.33
belut	lipan	0.29
belut	celeng	0.27
belut	wader	0.43
belut	beruk	0.28
belut	marmut	0.29
belut	laron	0.21
belut	insekta	0.29
belut	cenderawasih	0.2
belut	kutilang	0.24
belut	kelomang	0.31
belut	pedet	0.27
belut	lipas	0.28
belut	cemani	0.32
belut	bonobo	0.17
belut	tonggeret	0.3
belut	gazelle	0.22
belut	tedong	0.31
belut	pekatik	0.24
belut	tongeret	0.33
bersayap	keledai	0.26
bersayap	belalang	0.28
bersayap	siput	0.18
bersayap	angsa	0.36
bersayap	banteng	0.3
bersayap	jangkrik	0.27
bersayap	cupang	0.13
bersayap	primata	0.24
bersayap	pari	0.24
bersayap	gagak	0.37
bersayap	biota	0.05
bersayap	gurita	0.22
bersayap	kijang	0.23
bersayap	kecoa	0.27
bersayap	simpanse	0.13
bersayap	pejantan	0.21
bersayap	tupai	0.3
bersayap	orangutan	0.15
bersayap	ngengat	0.31
bersayap	tokek	0.19
bersayap	garuda	0.41
bersayap	musang	0.33
bersayap	keong	0.15
bersayap	kalkun	0.2
bersayap	cicak	0.29
bersayap	gorila	0.17
bersayap	patin	0.13
bersayap	tungau	0.21
bersayap	biawak	0.23
bersayap	pipit	0.33
bersayap	semur	0.16
bersayap	mencit	0.19
bersayap	bunglon	0.25
bersayap	belatung	0.23
bersayap	kancil	0.23
bersayap	kobra	0.23
bersayap	kupu	0.37
bersayap	kerapu	0.14
bersayap	beo	0.16
bersayap	kecoak	0.28
bersayap	cecak	0.24
bersayap	sanca	0.13
bersayap	lutung	0.24
bersayap	rajungan	0.1
bersayap	nuri	0.25
bersayap	iguana	0.25
bersayap	lipan	0.31
bersayap	celeng	0.2
bersayap	wader	0.18
bersayap	beruk	0.21
bersayap	marmut	0.26
bersayap	laron	0.31
bersayap	insekta	0.31
bersayap	cenderawasih	0.27
bersayap	kutilang	0.26
bersayap	kelomang	0.17
bersayap	pedet	0.13
bersayap	lipas	0.38
bersayap	cemani	0.15
bersayap	bonobo	0.17
bersayap	tonggeret	0.24
bersayap	gazelle	0.18
bersayap	tedong	0.12
bersayap	pekatik	0.24
bersayap	tongeret	0.22
keledai	belalang	0.21
keledai	siput	0.33
keledai	angsa	0.33
keledai	banteng	0.33
keledai	jangkrik	0.19
keledai	cupang	0.07
keledai	primata	0.16
keledai	pari	0.12
keledai	gagak	0.28
keledai	biota	0.14
keledai	gurita	0.21
keledai	kijang	0.34
keledai	kecoa	0.2
keledai	simpanse	0.28
keledai	pejantan	0.25
keledai	tupai	0.3
keledai	orangutan	0.21
keledai	ngengat	0.14
keledai	tokek	0.17
keledai	garuda	0.17
keledai	musang	0.34
keledai	keong	0.23
keledai	kalkun	0.24
keledai	cicak	0.15
keledai	gorila	0.18
keledai	patin	0.18
keledai	tungau	0.13
keledai	biawak	0.27
keledai	pipit	0.26
keledai	semur	0.18
keledai	mencit	0.25
keledai	bunglon	0.2
keledai	belatung	0.22
keledai	kancil	0.38
keledai	kobra	0.11
keledai	kupu	0.1
keledai	kerapu	0.13
keledai	beo	0.21
keledai	kecoak	0.21
keledai	cecak	0.2
keledai	sanca	0.13
keledai	lutung	0.2
keledai	rajungan	0.13
keledai	nuri	0.18
keledai	iguana	0.27
keledai	lipan	0.13
keledai	celeng	0.35
keledai	wader	0.14
keledai	beruk	0.25
keledai	marmut	0.36
keledai	laron	0.15
keledai	insekta	0.15
keledai	cenderawasih	0.21
keledai	kutilang	0.24
keledai	kelomang	0.26
keledai	pedet	0.25
keledai	lipas	0.22
keledai	cemani	0.19
keledai	bonobo	0.28
keledai	tonggeret	0.16
keledai	gazelle	0.32
keledai	tedong	0.17
keledai	pekatik	0.3
keledai	tongeret	0.3
belalang	siput	0.29
belalang	angsa	0.27
belalang	banteng	0.29
belalang	jangkrik	0.46
belalang	cupang	0.17
belalang	primata	0.19
belalang	pari	0.18
belalang	gagak	0.37
belalang	biota	0.19
belalang	gurita	0.25
belalang	kijang	0.26
belalang	kecoa	0.4
belalang	simpanse	0.11
belalang	pejantan	0.25
belalang	tupai	0.32
belalang	orangutan	0.2
belalang	ngengat	0.47
belalang	tokek	0.25
belalang	garuda	0.29
belalang	musang	0.3
belalang	keong	0.31
belalang	kalkun	0.24
belalang	cicak	0.34
belalang	gorila	0.23
belalang	patin	0.25
belalang	tungau	0.38
belalang	biawak	0.33
belalang	pipit	0.33
belalang	semur	0.27
belalang	mencit	0.17
belalang	bunglon	0.27
belalang	belatung	0.34
belalang	kancil	0.24
belalang	kobra	0.27
belalang	kupu	0.31
belalang	kerapu	0.27
belalang	beo	0.2
belalang	kecoak	0.36
belalang	cecak	0.39
belalang	sanca	0.2
belalang	lutung	0.24
belalang	rajungan	0.23
belalang	nuri	0.23
belalang	iguana	0.29
belalang	lipan	0.34
belalang	celeng	0.31
belalang	wader	0.33
belalang	beruk	0.31
belalang	marmut	0.22
belalang	laron	0.47
belalang	insekta	0.43
belalang	cenderawasih	0.23
belalang	kutilang	0.29
belalang	kelomang	0.25
belalang	pedet	0.15
belalang	lipas	0.39
belalang	cemani	0.2
belalang	bonobo	0.13
belalang	tonggeret	0.46
belalang	gazelle	0.19
belalang	tedong	0.22
belalang	pekatik	0.26
belalang	tongeret	0.33
siput	angsa	0.21
siput	banteng	0.26
siput	jangkrik	0.33
siput	cupang	0.22
siput	primata	0.22
siput	pari	0.26
siput	gagak	0.27
siput	biota	0.33
siput	gurita	0.37
siput	kijang	0.24
siput	kecoa	0.41
siput	simpanse	0.11
siput	pejantan	0.16
siput	tupai	0.37
siput	orangutan	0.16
siput	ngengat	0.27
siput	tokek	0.33
siput	garuda	0.09
siput	musang	0.31
siput	keong	0.52
siput	kalkun	0.19
siput	cicak	0.35
siput	gorila	0.14
siput	patin	0.22
siput	tungau	0.3
siput	biawak	0.34
siput	pipit	0.24
siput	semur	0.19
siput	mencit	0.18
siput	bunglon	0.32
siput	belatung	0.31
siput	kancil	0.35
siput	kobra	0.27
siput	kupu	0.27
siput	kerapu	0.29
siput	beo	0.22
siput	kecoak	0.4
siput	cecak	0.34
siput	sanca	0.24
siput	lutung	0.17
siput	rajungan	0.31
siput	nuri	0.24
siput	iguana	0.36
siput	lipan	0.39
siput	celeng	0.28
siput	wader	0.29
siput	beruk	0.34
siput	marmut	0.26
siput	laron	0.29
siput	insekta	0.31
siput	cenderawasih	0.18
siput	kutilang	0.24
siput	kelomang	0.4
siput	pedet	0.08
siput	lipas	0.4
siput	cemani	0.17
siput	bonobo	0.1
siput	tonggeret	0.34
siput	gazelle	0.29
siput	tedong	0.28
siput	pekatik	0.22
siput	tongeret	0.29
angsa	banteng	0.3
angsa	jangkrik	0.31
angsa	cupang	0.26
angsa	primata	0.25
angsa	pari	0.22
angsa	gagak	0.36
angsa	biota	0.2
angsa	gurita	0.17
angsa	kijang	0.34
angsa	kecoa	0.22
angsa	simpanse	0.19
angsa	pejantan	0.28
angsa	tupai	0.36
angsa	orangutan	0.18
angsa	ngengat	0.27
angsa	tokek	0.26
angsa	garuda	0.37
angsa	musang	0.31
angsa	keong	0.31
angsa	kalkun	0.42
angsa	cicak	0.25
angsa	gorila	0.22
angsa	patin	0.29
angsa	tungau	0.24
angsa	biawak	0.27
angsa	pipit	0.33
angsa	semur	0.25
angsa	mencit	0.26
angsa	bunglon	0.17
angsa	belatung	0.22
angsa	kancil	0.29
angsa	kobra	0.19
angsa	kupu	0.32
angsa	kerapu	0.31
angsa	beo	0.31
angsa	kecoak	0.26
angsa	cecak	0.25
angsa	sanca	0.21
angsa	lutung	0.34
angsa	rajungan	0.21
angsa	nuri	0.3
angsa	iguana	0.3
angsa	lipan	0.22
angsa	celeng	0.31
angsa	wader	0.28
angsa	beruk	0.27
angsa	marmut	0.33
angsa	laron	0.28
angsa	insekta	0.2
angsa	cenderawasih	0.32
angsa	kutilang	0.34
angsa	kelomang	0.22
angsa	pedet	0.18
angsa	lipas	0.27
angsa	cemani	0.33
angsa	bonobo	0.24
angsa	tonggeret	0.28
angsa	gazelle	0.24
angsa	tedong	0.19
angsa	pekatik	0.25
angsa	tongeret	0.21
banteng	jangkrik	0.31
banteng	cupang	0.23
banteng	primata	0.31
banteng	pari	0.23
banteng	gagak	0.32
banteng	biota	0.13
banteng	gurita	0.33
banteng	kijang	0.38
banteng	kecoa	0.24
banteng	simpanse	0.21
banteng	pejantan	0.36
banteng	tupai	0.31
banteng	orangutan	0.32
banteng	ngengat	0.19
banteng	tokek	0.21
banteng	garuda	0.31
banteng	musang	0.35
banteng	keong	0.28
banteng	kalkun	0.28
banteng	cicak	0.24
banteng	gorila	0.26
banteng	patin	0.17
banteng	tungau	0.16
banteng	biawak	0.29
banteng	pipit	0.17
banteng	semur	0.22
banteng	mencit	0.26
banteng	bunglon	0.27
banteng	belatung	0.16
banteng	kancil	0.36
banteng	kobra	0.35
banteng	kupu	0.23
banteng	kerapu	0.19
banteng	beo	0.21
banteng	kecoak	0.24
banteng	cecak	0.28
banteng	sanca	0.33
banteng	lutung	0.33
banteng	rajungan	0.2
banteng	nuri	0.16
banteng	iguana	0.34
banteng	lipan	0.3
banteng	celeng	0.44
banteng	wader	0.13
banteng	beruk	0.31
banteng	marmut	0.33
banteng	laron	0.19
banteng	insekta	0.16
banteng	cenderawasih	0.23
banteng	kutilang	0.27
banteng	kelomang	0.24
banteng	pedet	0.26
banteng	lipas	0.29
banteng	cemani	0.3
banteng	bonobo	0.25
banteng	tonggeret	0.25
banteng	gazelle	0.29
banteng	tedong	0.35
banteng	pekatik	0.33
banteng	tongeret	0.35
jangkrik	cupang	0.39
jangkrik	primata	0.22
jangkrik	pari	0.13
jangkrik	gagak	0.34
jangkrik	biota	0.19
jangkrik	gurita	0.24
jangkrik	kijang	0.26
jangkrik	kecoa	0.39
jangkrik	simpanse	0.17
jangkrik	pejantan	0.38
jangkrik	tupai	0.32
jangkrik	orangutan	0.26
jangkrik	ngengat	0.35
jangkrik	tokek	0.4
jangkrik	garuda	0.23
jangkrik	musang	0.33
jangkrik	keong	0.34
jangkrik	kalkun	0.4
jangkrik	cicak	0.38
jangkrik	gorila	0.17
jangkrik	patin	0.31
jangkrik	tungau	0.36
jangkrik	biawak	0.34
jangkrik	pipit	0.29
jangkrik	semur	0.24
jangkrik	mencit	0.32
jangkrik	bunglon	0.28
jangkrik	belatung	0.35
jangkrik	kancil	0.3
jangkrik	kobra	0.29
jangkrik	kupu	0.28
jangkrik	kerapu	0.28
jangkrik	beo	0.37
jangkrik	kecoak	0.35
jangkrik	cecak	0.38
jangkrik	sanca	0.24
jangkrik	lutung	0.29
jangkrik	rajungan	0.25
jangkrik	nuri	0.34
jangkrik	iguana	0.41
jangkrik	lipan	0.38
jangkrik	celeng	0.36
jangkrik	wader	0.32
jangkrik	beruk	0.21
jangkrik	marmut	0.38
jangkrik	laron	0.41
jangkrik	insekta	0.45
jangkrik	cenderawasih	0.29
jangkrik	kutilang	0.45
jangkrik	kelomang	0.4
jangkrik	pedet	0.33
jangkrik	lipas	0.38
jangkrik	cemani	0.34
jangkrik	bonobo	0.19
jangkrik	tonggeret	0.39
jangkrik	gazelle	0.21
jangkrik	tedong	0.29
jangkrik	pekatik	0.33
jangkrik	tongeret	0.38
cupang	primata	0.2
cupang	pari	0.23
cupang	gagak	0.08
cupang	biota	0.29
cupang	gurita	0.23
cupang	kijang	0.22
cupang	kecoa	0.19
cupang	simpanse	0.14
cupang	pejantan	0.39
cupang	tupai	0.18
cupang	orangutan	0.3
cupang	ngengat	0.2
cupang	tokek	0.26
cupang	garuda	0.19
cupang	musang	0.23
cupang	keong	0.21
cupang	kalkun	0.3
cupang	cicak	0.24
cupang	gorila	0.17
cupang	patin	0.48
cupang	tungau	0.26
cupang	biawak	0.3
cupang	pipit	0.23
cupang	semur	0.14
cupang	mencit	0.21
cupang	bunglon	0.17
cupang	belatung	0.2
cupang	kancil	0.11
cupang	kobra	0.3
cupang	kupu	0.28
cupang	kerapu	0.4
cupang	beo	0.23
cupang	kecoak	0.17
cupang	cecak	0.26
cupang	sanca	0.27
cupang	lutung	0.26
cupang	rajungan	0.28
cupang	nuri	0.23
cupang	iguana	0.33
cupang	lipan	0.25
cupang	celeng	0.14
cupang	wader	0.32
cupang	beruk	0.22
cupang	marmut	0.24
cupang	laron	0.22
cupang	insekta	0.19
cupang	cenderawasih	0.25
cupang	kutilang	0.33
cupang	kelomang	0.29
cupang	pedet	0.25
cupang	lipas	0.25
cupang	cemani	0.33
cupang	bonobo	0.24
cupang	tonggeret	0.16
cupang	gazelle	0.13
cupang	tedong	0.3
cupang	pekatik	0.25
cupang	tongeret	0.28
primata	pari	0.18
primata	gagak	0.29
primata	biota	0.23
primata	gurita	0.27
primata	kijang	0.28
primata	kecoa	0.25
primata	simpanse	0.61
primata	pejantan	0.3
primata	tupai	0.41
primata	orangutan	0.48
primata	ngengat	0.22
primata	tokek	0.32
primata	garuda	0.11
primata	musang	0.34
primata	keong	0.15
primata	kalkun	0.18
primata	cicak	0.27
primata	gorila	0.44
primata	patin	0.14
primata	tungau	0.27
primata	biawak	0.41
primata	pipit	0.25
primata	semur	0.21
primata	mencit	0.37
primata	bunglon	0.33
primata	belatung	0.22
primata	kancil	0.26
primata	kobra	0.21
primata	kupu	0.19
primata	kerapu	0.14
primata	beo	0.32
primata	kecoak	0.27
primata	cecak	0.26
primata	sanca	0.25
primata	lutung	0.39
primata	rajungan	0.15
primata	nuri	0.21
primata	iguana	0.43
primata	lipan	0.3
primata	celeng	0.24
primata	wader	0.18
primata	beruk	0.37
primata	marmut	0.35
primata	laron	0.11
primata	insekta	0.35
primata	cenderawasih	0.28
primata	kutilang	0.31
primata	kelomang	0.3
primata	pedet	0.17
primata	lipas	0.26
primata	cemani	0.16
primata	bonobo	0.5
primata	tonggeret	0.25
primata	gazelle	0.3
primata	tedong	0.23
primata	pekatik	0.26
primata	tongeret	0.22
pari	gagak	0.21
pari	biota	0.31
pari	gurita	0.36
pari	kijang	0.22
pari	kecoa	0.16
pari	simpanse	0.04
pari	pejantan	0.21
pari	tupai	0.29
pari	orangutan	0.19
pari	ngengat	0.2
pari	tokek	0.28
pari	garuda	0.21
pari	musang	0.24
pari	keong	0.25
pari	kalkun	0.23
pari	cicak	0.25
pari	gorila	0.22
pari	patin	0.38
pari	tungau	0.13
pari	biawak	0.34
pari	pipit	0.24
pari	semur	0.26
pari	mencit	0.12
pari	bunglon	0.22
pari	belatung	0.17
pari	kancil	0.2
pari	kobra	0.29
pari	kupu	0.14
pari	kerapu	0.41
pari	beo	0.09
pari	kecoak	0.13
pari	cecak	0.29
pari	sanca	0.29
pari	lutung	0.27
pari	rajungan	0.33
pari	nuri	0.15
pari	iguana	0.24
pari	lipan	0.33
pari	celeng	0.24
pari	wader	0.38
pari	beruk	0.28
pari	marmut	0.14
pari	laron	0.15
pari	insekta	0.14
pari	cenderawasih	0.24
pari	kutilang	0.21
pari	kelomang	0.25
pari	pedet	0.11
pari	lipas	0.24
pari	cemani	0.21
pari	bonobo	0.12
pari	tonggeret	0.18
pari	gazelle	0.22
pari	tedong	0.24
pari	pekatik	0.16
pari	tongeret	0.16
gagak	biota	0.15
gagak	gurita	0.34
gagak	kijang	0.26
gagak	kecoa	0.27
gagak	simpanse	0.24
gagak	pejantan	0.25
gagak	tupai	0.38
gagak	orangutan	0.22
gagak	ngengat	0.27
gagak	tokek	0.27
gagak	garuda	0.37
gagak	musang	0.33
gagak	keong	0.24
gagak	kalkun	0.33
gagak	cicak	0.27
gagak	gorila	0.22
gagak	patin	0.1
gagak	tungau	0.24
gagak	biawak	0.26
gagak	pipit	0.44
gagak	semur	0.19
gagak	mencit	0.29
gagak	bunglon	0.26
gagak	belatung	0.28
gagak	kancil	0.33
gagak	kobra	0.24
gagak	kupu	0.29
gagak	kerapu	0.19
gagak	beo	0.46
gagak	kecoak	0.28
gagak	cecak	0.32
gagak	sanca	0.21
gagak	lutung	0.34
gagak	rajungan	0.22
gagak	nuri	0.47
gagak	iguana	0.29
gagak	lipan	0.33
gagak	celeng	0.27
gagak	wader	0.23
gagak	beruk	0.28
gagak	marmut	0.31
gagak	laron	0.28
gagak	insekta	0.24
gagak	cenderawasih	0.39
gagak	kutilang	0.4
gagak	kelomang	0.29
gagak	pedet	0.14
gagak	lipas	0.31
gagak	cemani	0.31
gagak	bonobo	0.22
gagak	tonggeret	0.36
gagak	gazelle	0.21
gagak	tedong	0.25
gagak	pekatik	0.3
gagak	tongeret	0.25
biota	gurita	0.34
biota	kijang	0.15
biota	kecoa	0.23
biota	simpanse	0.13
biota	pejantan	0.12
biota	tupai	0.19
biota	orangutan	0.26
biota	ngengat	0.22
biota	tokek	0.2
biota	garuda	0.09
biota	musang	0.13
biota	keong	0.35
biota	kalkun	0.14
biota	cicak	0.21
biota	gorila	0.21
biota	patin	0.3
biota	tungau	0.27
biota	biawak	0.36
biota	pipit	0.17
biota	semur	0.11
biota	mencit	0.18
biota	bunglon	0.21
biota	belatung	0.21
biota	kancil	0.1
biota	kobra	0.14
biota	kupu	0.26
biota	kerapu	0.39
biota	beo	0.07
biota	kecoak	0.16
biota	cecak	0.19
biota	sanca	0.2
biota	lutung	0.18
biota	rajungan	0.42
biota	nuri	0.11
biota	iguana	0.27
biota	lipan	0.22
biota	celeng	0.19
biota	wader	0.27
biota	beruk	0.18
biota	marmut	0.15
biota	laron	0.2
biota	insekta	0.38
biota	cenderawasih	0.29
biota	kutilang	0.18
biota	kelomang	0.34
biota	pedet	0.12
biota	lipas	0.19
biota	cemani	0.15
biota	bonobo	0.12
biota	tonggeret	0.24
biota	gazelle	0.12
biota	tedong	0.22
biota	pekatik	0.15
biota	tongeret	0.15
gurita	kijang	0.19
gurita	kecoa	0.31
gurita	simpanse	0.24
gurita	pejantan	0.18
gurita	tupai	0.3
gurita	orangutan	0.2
gurita	ngengat	0.2
gurita	tokek	0.25
gurita	garuda	0.2
gurita	musang	0.19
gurita	keong	0.28
gurita	kalkun	0.28
gurita	cicak	0.28
gurita	gorila	0.26
gurita	patin	0.26
gurita	tungau	0.19
gurita	biawak	0.29
gurita	pipit	0.15
gurita	semur	0.33
gurita	mencit	0.19
gurita	bunglon	0.29
gurita	belatung	0.29
gurita	kancil	0.2
gurita	kobra	0.28
gurita	kupu	0.27
gurita	kerapu	0.33
gurita	beo	0.22
gurita	kecoak	0.31
gurita	cecak	0.29
gurita	sanca	0.26
gurita	lutung	0.18
gurita	rajungan	0.36
gurita	nuri	0.2
gurita	iguana	0.32
gurita	lipan	0.32
gurita	celeng	0.25
gurita	wader	0.28
gurita	beruk	0.27
gurita	marmut	0.28
gurita	laron	0.18
gurita	insekta	0.24
gurita	cenderawasih	0.21
gurita	kutilang	0.19
gurita	kelomang	0.29
gurita	pedet	0.09
gurita	lipas	0.26
gurita	cemani	0.18
gurita	bonobo	0.15
gurita	tonggeret	0.16
gurita	gazelle	0.18
gurita	tedong	0.26
gurita	pekatik	0.22
gurita	tongeret	0.24
kijang	kecoa	0.19
kijang	simpanse	0.27
kijang	pejantan	0.27
kijang	tupai	0.3
kijang	orangutan	0.28
kijang	ngengat	0.24
kijang	tokek	0.26
kijang	garuda	0.32
kijang	musang	0.37
kijang	keong	0.36
kijang	kalkun	0.26
kijang	cicak	0.23
kijang	gorila	0.24
kijang	patin	0.28
kijang	tungau	0.22
kijang	biawak	0.34
kijang	pipit	0.21
kijang	semur	0.13
kijang	mencit	0.2
kijang	bunglon	0.27
kijang	belatung	0.15
kijang	kancil	0.47
kijang	kobra	0.22
kijang	kupu	0.25
kijang	kerapu	0.25
kijang	beo	0.24
kijang	kecoak	0.19
kijang	cecak	0.28
kijang	sanca	0.19
kijang	lutung	0.34
kijang	rajungan	0.24
kijang	nuri	0.28
kijang	iguana	0.33
kijang	lipan	0.28
kijang	celeng	0.35
kijang	wader	0.27
kijang	beruk	0.32
kijang	marmut	0.3
kijang	laron	0.21
kijang	insekta	0.15
kijang	cenderawasih	0.27
kijang	kutilang	0.32
kijang	kelomang	0.29
kijang	pedet	0.17
kijang	lipas	0.3
kijang	cemani	0.24
kijang	bonobo	0.21
kijang	tonggeret	0.25
kijang	gazelle	0.43
kijang	tedong	0.26
kijang	pekatik	0.29
kijang	tongeret	0.2
kecoa	simpanse	0.28
kecoa	pejantan	0.29
kecoa	tupai	0.35
kecoa	orangutan	0.18
kecoa	ngengat	0.39
kecoa	tokek	0.3
kecoa	garuda	0.14
kecoa	musang	0.37
kecoa	keong	0.33
kecoa	kalkun	0.23
kecoa	cicak	0.42
kecoa	gorila	0.23
kecoa	patin	0.14
kecoa	tungau	0.42
kecoa	biawak	0.29
kecoa	pipit	0.19
kecoa	semur	0.22
kecoa	mencit	0.31
kecoa	bunglon	0.33
kecoa	belatung	0.4
kecoa	kancil	0.23
kecoa	kobra	0.28
kecoa	kupu	0.34
kecoa	kerapu	0.21
kecoa	beo	0.18
kecoa	kecoak	0.79
kecoa	cecak	0.36
kecoa	sanca	0.15
kecoa	lutung	0.16
kecoa	rajungan	0.14
kecoa	nuri	0.18
kecoa	iguana	0.36
kecoa	lipan	0.43
kecoa	celeng	0.2
kecoa	wader	0.16
kecoa	beruk	0.21
kecoa	marmut	0.39
kecoa	laron	0.41
kecoa	insekta	0.46
kecoa	cenderawasih	0.12
kecoa	kutilang	0.29
kecoa	kelomang	0.29
kecoa	pedet	0.21
kecoa	lipas	0.48
kecoa	cemani	0.16
kecoa	bonobo	0.18
kecoa	tonggeret	0.29
kecoa	gazelle	0.16
kecoa	tedong	0.15
kecoa	pekatik	0.25
kecoa	tongeret	0.29
simpanse	pejantan	0.28
simpanse	tupai	0.29
simpanse	orangutan	0.52
simpanse	ngengat	0.19
simpanse	tokek	0.26
simpanse	garuda	0.12
simpanse	musang	0.33
simpanse	keong	0.08
simpanse	kalkun	0.17
simpanse	cicak	0.23
simpanse	gorila	0.55
simpanse	patin	0.16
simpanse	tungau	0.19
simpanse	biawak	0.25
simpanse	pipit	0.23
simpanse	semur	0.13
simpanse	mencit	0.38
simpanse	bunglon	0.23
simpanse	belatung	0.18
simpanse	kancil	0.24
simpanse	kobra	0.18
simpanse	kupu	0.11
simpanse	kerapu	0.03
simpanse	beo	0.3
simpanse	kecoak	0.26
simpanse	cecak	0.21
simpanse	sanca	0.21
simpanse	lutung	0.3
simpanse	rajungan	0.11
simpanse	nuri	0.2
simpanse	iguana	0.35
simpanse	lipan	0.19
simpanse	celeng	0.2
simpanse	wader	0.12
simpanse	beruk	0.37
simpanse	marmut	0.35
simpanse	laron	0.05
simpanse	insekta	0.22
simpanse	cenderawasih	0.24
simpanse	kutilang	0.25
simpanse	kelomang	0.29
simpanse	pedet	0.21
simpanse	lipas	0.18
simpanse	cemani	0.15
simpanse	bonobo	0.57
simpanse	tonggeret	0.17
simpanse	gazelle	0.25
simpanse	tedong	0.18
simpanse	pekatik	0.21
