noun_w_orang_noaffix1	noun_w_orang_noaffix2	cossim
ojek	biksu	0.12
ojek	debitur	0.09
ojek	supplier	0.16
ojek	diktator	0.09
ojek	abdi	0.18
ojek	sesepuh	0.16
ojek	lesbian	0.18
ojek	lurah	0.24
ojek	satpam	0.27
ojek	kurir	0.37
ojek	engineer	0.15
ojek	migran	0.15
ojek	koruptor	0.1
ojek	demonstran	0.26
ojek	sandera	0.04
ojek	astronot	0.07
ojek	serdadu	0.19
ojek	martir	0.08
ojek	kiai	0.24
ojek	pramugari	0.21
ojek	motivator	0.2
ojek	kesatria	0.13
ojek	bendahara	0.1
ojek	downline	0.06
ojek	perawi	0.13
ojek	kuli	0.25
ojek	kreditur	0.01
ojek	kyai	0.23
ojek	biang	0.19
ojek	pesimis	0.15
ojek	saudagar	0.18
ojek	audiens	0.12
ojek	dai	0.11
ojek	maling	0.21
ojek	regulator	0.16
ojek	founder	0.15
ojek	moderator	0.07
ojek	pujangga	0.05
ojek	alumnus	0.15
ojek	komunikator	0.11
ojek	entrepreneur	0.18
ojek	redaktur	0.14
ojek	separatis	0.11
ojek	bujang	0.19
ojek	mumi	-0.01
ojek	independent	0.21
ojek	konsul	0.01
ojek	tutor	0.17
ojek	laskar	0.14
ojek	badut	0.16
ojek	informan	0.14
ojek	mediator	0.18
ojek	humas	0.19
ojek	psikiater	0.12
ojek	otodidak	0.08
ojek	cleaning	0.16
ojek	indo	0.14
ojek	pesepakbola	0.16
ojek	filosof	0.06
ojek	krama	0.14
ojek	brahmana	0.11
ojek	simpatisan	0.22
ojek	petahana	0.14
ojek	musafir	0.2
ojek	duda	0.2
ojek	eksportir	0.16
ojek	guest	0.16
ojek	wiraswasta	0.2
ojek	nona	0.17
ojek	deputi	0.11
ojek	buronan	0.09
ojek	ateis	0.13
ojek	sosiolog	0.11
ojek	narator	0.07
ojek	maestro	0.12
ojek	perompak	0.17
ojek	tabib	0.07
ojek	konseli	0.05
ojek	woman	0.14
ojek	punggawa	0.18
ojek	firaun	0.05
ojek	humanis	0.16
ojek	intel	0.13
ojek	tameng	0.19
ojek	komunikan	0.08
ojek	pengamen	0.31
ojek	naturalis	0.02
ojek	waria	0.25
ojek	technical	0.08
ojek	marinir	0.18
ojek	bandit	0.24
ojek	inspektur	0.16
ojek	syetan	0.18
ojek	pecundang	0.15
ojek	borjuis	0.06
ojek	pialang	0.16
ojek	ekspatriat	0.21
ojek	praja	0.08
ojek	miliarder	0.15
ojek	satria	0.13
ojek	laksamana	0.11
ojek	maniak	0.17
ojek	transmigran	0.18
ojek	blasteran	0.11
ojek	mujtahid	0.09
ojek	tiran	0
ojek	decision	0.06
ojek	sepuh	0.17
ojek	resign	0.13
ojek	marketer	0.2
ojek	prabu	0.02
ojek	koboi	0.17
ojek	persona	0.09
ojek	fighter	0.09
ojek	pegiat	0.27
ojek	priyayi	0.09
ojek	mbok	0.19
ojek	agamis	0.13
ojek	purnawirawan	0.12
ojek	peragawati	0.14
ojek	demokrat	0.12
ojek	mantri	0.16
ojek	syuhada	0.02
ojek	sekuriti	0.17
ojek	mujahid	0.08
ojek	idiot	0.1
ojek	demokratik	0.11
ojek	salesman	0.18
ojek	eyang	0.15
ojek	bajingan	0.24
ojek	selebritas	0.18
ojek	paramedis	0.18
ojek	dirigen	0.1
ojek	translator	0.18
ojek	principal	0.04
ojek	panitera	0.06
ojek	panelis	0.05
ojek	orator	0.13
ojek	mursyid	0.11
ojek	algojo	0.1
ojek	pawang	0.25
ojek	sersan	0.14
ojek	rentenir	0.18
ojek	kompeni	0.18
ojek	superstar	0.13
ojek	ekstremis	0.04
ojek	perjaka	0.17
ojek	comic	0.12
ojek	jagal	0.21
ojek	diva	0.03
ojek	modernis	0.05
ojek	sipir	0.1
ojek	partisan	0.09
ojek	patriot	0.11
ojek	habib	0.09
ojek	materialis	0.09
ojek	inovator	0.18
ojek	sahaya	0.11
ojek	polwan	0.26
ojek	mubaligh	0.17
ojek	pemrakarsa	0.13
ojek	mahasiwa	0.2
ojek	observer	0.08
ojek	saintis	0.11
ojek	akrobatik	0.14
ojek	raden	0.14
ojek	volunteer	0.16
ojek	bintara	0.17
ojek	cagub	0.21
ojek	kondektur	0.31
ojek	opsir	0.11
ojek	bodyguard	0.16
ojek	negosiator	0.11
ojek	agnostik	0.09
ojek	angota	0.05
ojek	reserse	0.2
ojek	teknokrat	0.15
ojek	oportunis	0.13
ojek	flamboyan	0.11
ojek	mucikari	0.25
ojek	terperiksa	0.11
ojek	biduan	0.2
ojek	konstruktivis	0.13
ojek	cerpenis	0.17
ojek	sinden	0.19
ojek	binatu	0.22
ojek	kiyai	0.24
ojek	romusha	0.13
ojek	wapres	0.22
ojek	pelayat	0.2
ojek	bumiputera	0.1
ojek	nyai	0.19
ojek	mantu	0.19
ojek	bartender	0.16
ojek	enterpreneur	0.18
ojek	ekstrovert	0.12
ojek	formatur	0.15
ojek	rohaniawan	0.12
ojek	rasionalis	0.18
ojek	gigolo	0.27
ojek	presidium	0.18
ojek	upline	0.07
ojek	asesor	0.07
ojek	nahkoda	0.16
ojek	franchisee	0.04
ojek	evaluator	0.06
ojek	porter	0.37
ojek	sensei	0.02
ojek	buzzer	0.26
ojek	lover	0.09
ojek	sayyid	0.11
ojek	keparat	0.21
ojek	marsekal	0.09
ojek	kontrolir	0.14
ojek	mubalig	0.16
ojek	organisator	0.17
ojek	balerina	0.08
ojek	selebgram	0.23
ojek	bumiputra	0.14
ojek	kopral	0.16
ojek	kalifah	0.12
ojek	perias	0.23
ojek	arsiparis	0.08
ojek	gentlemen	0.13
ojek	waiter	0.12
ojek	loper	0.32
ojek	waliyullah	0.07
ojek	marxis	0.11
ojek	liberalis	0.15
ojek	judoka	0.06
ojek	businessman	0.16
ojek	syaman	0.13
ojek	widyaiswara	0.16
ojek	learner	0.12
ojek	ginekolog	0.07
ojek	residivis	0.21
ojek	tumenggung	0.03
ojek	ketum	0.22
ojek	murabbi	0.12
ojek	wagub	0.18
ojek	vlogger	0.2
ojek	kapolda	0.18
ojek	kacung	0.23
ojek	koleris	0.16
ojek	moralis	0.17
ojek	propagandis	0.07
ojek	voter	0.12
ojek	adopter	0.16
ojek	inlander	0.03
ojek	peresensi	0.22
ojek	klinisi	0.12
ojek	jongos	0.24
ojek	mayoret	0.2
ojek	devi	0.09
ojek	waskita	0.13
ojek	ballerina	0.04
ojek	enterpreneurship	0.13
ojek	jugun	0.06
ojek	mukminah	0.12
ojek	teungku	0.16
ojek	mandataris	0.13
ojek	reformer	0.13
ojek	grader	0.18
ojek	sekularis	0.1
ojek	filosuf	0.02
ojek	konservator	0.05
ojek	madam	0.18
ojek	masbuk	0.15
ojek	cendikia	0.15
ojek	validator	0.16
ojek	terroris	0.13
ojek	duchess	0.07
ojek	meneer	0.07
ojek	godfather	0.2
ojek	assessor	0.07
ojek	paramedik	0.14
ojek	egoistik	0.1
ojek	floris	0.22
ojek	biduanita	0.18
ojek	clairvoyance	0.1
ojek	bhiksuni	0.12
ojek	evangelist	0.14
ojek	gatekeeper	0.17
ojek	diktaktor	0.16
ojek	ekspat	0.21
ojek	inspektor	0.16
ojek	superintendent	0.11
ojek	foreman	0.21
ojek	golfer	0.17
ojek	sebatangkara	0.17
ojek	herpetolog	0.14
ojek	strategist	0.21
ojek	selebtwit	0.24
ojek	achiever	0.06
ojek	hispanik	0.09
ojek	ghostwriter	0.25
ojek	nulipara	0.07
ojek	legalis	0.15
ojek	networker	0.1
ojek	monetaris	0.2
ojek	pamongpraja	0.09
ojek	pengibing	0.16
ojek	taekwondoin	0.08
ojek	paedofil	0.21
ojek	campers	0.2
ojek	pramusiwi	0.17
ojek	wirausahaan	0.18
ojek	kooperator	0.17
ojek	perempuaan	0.23
ojek	markonis	0.12
ojek	sadomasokis	0.15
ojek	mushalli	0.24
ojek	mubayyin	0.09
ojek	koder	0.16
ojek	laksmana	0.07
ojek	nonpartisipan	0.13
ojek	kristalografer	0.2
ojek	marbut	0.21
ojek	snowboarder	0.13
ojek	crossline	0.1
ojek	murabi	0.2
ojek	postrukturalis	0.15
ojek	budayan	0.18
ojek	penaluk	0.22
ojek	propagandais	0.1
ojek	khatamul	0.16
ojek	controlleur	0.2
general	kapitalis	0.14
general	suporter	0.12
general	alim	0.17
general	mukmin	0.1
general	siluman	0.01
general	suster	0.15
general	guide	0.31
general	detektif	0.18
general	jaksa	0.28
general	agent	0.27
general	kolektor	0.17
general	business	0.34
general	macan	0.08
general	elite	0.24
general	pendekar	0.08
general	pastor	0.15
general	sanak	0.06
general	kontributor	0.15
general	trader	0.23
general	preman	0.11
general	mafia	0.07
general	direksi	0.29
general	konduktor	0.08
general	fasilitator	0.17
general	miss	0.16
general	kristen	0.16
general	partisipan	0.1
general	bibi	0.15
general	pramuka	0.11
general	birokrat	0.2
general	pensiunan	0.2
general	anarkis	0.2
general	mentor	0.19
general	rias	0.11
general	botani	0.16
general	programmer	0.27
general	designer	0.27
general	hadirin	0.14
general	jemaah	0.09
general	narapidana	0.09
general	kasir	0.17
general	panutan	0.2
general	gerombolan	0.1
general	biksu	0.05
general	debitur	0.09
general	supplier	0.23
general	diktator	0.25
general	abdi	0.11
general	sesepuh	0.19
general	lesbian	0.14
general	lurah	0.06
general	satpam	0.16
general	kurir	0.07
general	engineer	0.34
general	migran	0.09
general	koruptor	0.09
general	demonstran	0.13
general	sandera	0.02
general	astronot	0.09
general	serdadu	0.07
general	martir	0.03
general	kiai	0.15
general	pramugari	0.18
general	motivator	0.17
general	kesatria	0.11
general	bendahara	0.16
general	downline	0.1
general	perawi	0.18
general	kuli	0.18
general	kreditur	0.12
general	kyai	0.15
general	biang	0.08
general	pesimis	0.2
general	saudagar	0.14
general	audiens	0.2
general	dai	0.1
general	maling	0.07
general	regulator	0.2
general	founder	0.18
general	moderator	0.21
general	pujangga	0.1
general	alumnus	0.12
general	komunikator	0.13
general	entrepreneur	0.25
general	redaktur	0.23
general	separatis	0.06
general	bujang	0.09
general	mumi	0.02
general	independent	0.34
general	konsul	0.26
general	tutor	0.14
general	laskar	0.04
general	badut	0.1
general	informan	0.19
general	mediator	0.21
general	humas	0.2
general	psikiater	0.25
general	otodidak	0.14
general	cleaning	0.25
general	indo	0.25
general	pesepakbola	0.19
general	filosof	0.17
general	krama	0.15
general	brahmana	0.07
general	simpatisan	0.11
general	petahana	0.13
general	musafir	0.1
general	duda	0.17
general	eksportir	0.1
general	guest	0.2
general	wiraswasta	0.18
general	nona	0.08
general	deputi	0.24
general	buronan	0.08
general	ateis	0.09
general	sosiolog	0.16
general	narator	0.2
general	maestro	0.21
general	perompak	0.04
general	tabib	0.13
general	konseli	0.07
general	woman	0.22
general	punggawa	0.1
general	firaun	0.13
general	humanis	0.18
general	intel	0.11
general	tameng	0.14
general	komunikan	0.17
general	pengamen	0.08
general	naturalis	0.22
general	waria	0.04
general	technical	0.46
general	marinir	0.2
general	bandit	0.09
general	inspektur	0.27
general	syetan	0.05
general	pecundang	0.14
general	borjuis	0.14
general	pialang	0.18
general	ekspatriat	0.22
general	praja	0.12
general	miliarder	0.11
general	satria	0.14
general	laksamana	0.27
general	maniak	0.18
general	transmigran	0.03
general	blasteran	0.09
general	mujtahid	0.19
general	tiran	0.16
general	decision	0.22
general	sepuh	0.17
general	resign	0.17
general	marketer	0.26
general	prabu	0.02
general	koboi	0.09
general	persona	0.15
general	fighter	0.16
general	pegiat	0.11
general	priyayi	0.17
general	mbok	0.04
general	agamis	0.16
general	purnawirawan	0.19
general	peragawati	0.18
general	demokrat	0.14
general	mantri	0.17
general	syuhada	-0.02
general	sekuriti	0.15
general	mujahid	0.09
general	idiot	0.11
general	demokratik	0.23
general	salesman	0.24
general	eyang	0.1
general	bajingan	0.14
general	selebritas	0.15
general	paramedis	0.25
general	dirigen	0.13
general	translator	0.2
general	principal	0.33
general	panitera	0.16
general	panelis	0.18
general	orator	0.16
general	mursyid	0.16
general	algojo	0.05
general	pawang	0.06
general	sersan	0.08
general	rentenir	0.09
general	kompeni	0.1
general	superstar	0.13
general	ekstremis	0.1
general	perjaka	0.1
general	comic	0.2
general	jagal	0.17
general	diva	0.12
general	modernis	0.18
general	sipir	0.08
general	partisan	0.17
general	patriot	0.22
general	habib	0.13
general	materialis	0.19
general	inovator	0.15
general	sahaya	0.1
general	polwan	0.09
general	mubaligh	0.17
general	pemrakarsa	0.15
general	mahasiwa	0.14
general	observer	0.23
general	saintis	0.23
general	akrobatik	0.13
general	raden	0.06
general	volunteer	0.17
general	bintara	0.21
general	cagub	0.16
general	kondektur	0.15
general	opsir	0.13
general	bodyguard	0.14
general	negosiator	0.19
general	agnostik	0.18
general	angota	0.15
general	reserse	0.15
general	teknokrat	0.22
general	oportunis	0.22
general	flamboyan	0.16
general	mucikari	0.08
general	terperiksa	0.13
general	biduan	0.04
general	konstruktivis	0.16
general	cerpenis	0.08
general	sinden	0.07
general	binatu	0.08
general	kiyai	0.13
general	romusha	0.03
general	wapres	0.22
general	pelayat	0.11
general	bumiputera	0.12
general	nyai	0.04
general	mantu	0.16
general	bartender	0.19
general	enterpreneur	0.24
general	ekstrovert	0.11
general	formatur	0.2
general	rohaniawan	0.13
general	rasionalis	0.23
general	gigolo	0.15
general	presidium	0.13
general	upline	0.12
general	asesor	0.13
general	nahkoda	0.16
general	franchisee	0.22
general	evaluator	0.23
general	porter	0.22
general	sensei	0.2
general	buzzer	0.12
general	lover	0.18
general	sayyid	0.15
general	keparat	0.02
general	marsekal	0.25
general	kontrolir	0.2
general	mubalig	0.13
general	organisator	0.18
general	balerina	0.1
general	selebgram	0.12
general	bumiputra	0.18
general	kopral	0.12
general	kalifah	0.11
general	perias	0.1
general	arsiparis	0.22
general	gentlemen	0.15
general	waiter	0.29
general	loper	0.13
general	waliyullah	0.1
general	marxis	0.18
general	liberalis	0.16
general	judoka	0.15
general	businessman	0.33
general	syaman	0.09
general	widyaiswara	0.17
general	learner	0.32
general	ginekolog	0.18
general	residivis	0.13
general	tumenggung	0.08
general	ketum	0.19
general	murabbi	0.22
general	wagub	0.17
general	vlogger	0.14
general	kapolda	0.2
general	kacung	0.1
general	koleris	0.19
general	moralis	0.25
general	propagandis	0.09
general	voter	0.22
general	adopter	0.16
general	inlander	0.12
general	peresensi	0.22
general	klinisi	0.35
general	jongos	0.18
general	mayoret	0.18
general	devi	0.09
general	waskita	0.2
general	ballerina	0.14
general	enterpreneurship	0.26
general	jugun	0.14
general	mukminah	0.09
general	teungku	0.11
general	mandataris	0.21
general	reformer	0.34
general	grader	0.27
general	sekularis	0.17
general	filosuf	0.2
general	konservator	0.15
general	madam	0.16
general	masbuk	0.1
general	cendikia	0.12
general	validator	0.22
general	terroris	0.2
general	duchess	0.15
general	meneer	0.16
general	godfather	0.24
general	assessor	0.2
general	paramedik	0.23
general	egoistik	0.27
general	floris	0.15
general	biduanita	0.09
general	clairvoyance	0.22
general	bhiksuni	0.18
general	evangelist	0.28
general	gatekeeper	0.28
general	diktaktor	0.25
general	ekspat	0.27
general	inspektor	0.31
general	superintendent	0.44
general	foreman	0.33
general	golfer	0.19
general	sebatangkara	0.09
general	herpetolog	0.24
general	strategist	0.32
general	selebtwit	0.17
general	achiever	0.25
general	hispanik	0.14
general	ghostwriter	0.28
general	nulipara	0.19
general	legalis	0.22
general	networker	0.31
general	monetaris	0.19
general	pamongpraja	0.13
general	pengibing	0.08
general	taekwondoin	0.12
general	paedofil	0.09
general	campers	0.23
general	pramusiwi	0.13
general	wirausahaan	0.21
general	kooperator	0.17
general	perempuaan	0.16
general	markonis	0.26
general	sadomasokis	0.21
general	mushalli	0.17
general	mubayyin	0.1
general	koder	0.17
general	laksmana	0.18
general	nonpartisipan	0.16
general	kristalografer	0.15
general	marbut	0.06
general	snowboarder	0.07
general	crossline	0.22
general	murabi	0.21
general	postrukturalis	0.24
general	budayan	0.25
general	penaluk	0.25
general	propagandais	0.14
general	khatamul	0.1
general	controlleur	0.22
kapitalis	suporter	0.18
kapitalis	alim	0.12
kapitalis	mukmin	0.23
kapitalis	siluman	0.18
kapitalis	suster	0.09
kapitalis	guide	0.03
kapitalis	detektif	0.18
kapitalis	jaksa	0.19
kapitalis	agent	0.17
kapitalis	kolektor	0.27
kapitalis	business	0.23
kapitalis	macan	0.2
kapitalis	elite	0.39
kapitalis	pendekar	0.24
kapitalis	pastor	0.13
kapitalis	sanak	0.1
kapitalis	kontributor	0.14
kapitalis	trader	0.26
kapitalis	preman	0.32
kapitalis	mafia	0.39
kapitalis	direksi	0.2
kapitalis	konduktor	0.12
kapitalis	fasilitator	0.12
kapitalis	miss	0.05
kapitalis	kristen	0.29
kapitalis	partisipan	0.24
kapitalis	bibi	0.05
kapitalis	pramuka	0.08
kapitalis	birokrat	0.38
kapitalis	pensiunan	0.15
kapitalis	anarkis	0.41
kapitalis	mentor	0.13
kapitalis	rias	0.15
kapitalis	botani	0.11
kapitalis	programmer	0.19
kapitalis	designer	0.19
kapitalis	hadirin	0.16
kapitalis	jemaah	0.12
kapitalis	narapidana	0.17
kapitalis	kasir	0.12
kapitalis	panutan	0.14
kapitalis	gerombolan	0.28
kapitalis	biksu	0.07
kapitalis	debitur	0.2
kapitalis	supplier	0.22
kapitalis	diktator	0.38
kapitalis	abdi	0.16
kapitalis	sesepuh	0.13
kapitalis	lesbian	0.2
kapitalis	lurah	0.13
kapitalis	satpam	0.16
kapitalis	kurir	0.12
kapitalis	engineer	0.16
kapitalis	migran	0.25
kapitalis	koruptor	0.35
kapitalis	demonstran	0.26
kapitalis	sandera	0.16
kapitalis	astronot	0.1
kapitalis	serdadu	0.16
kapitalis	martir	0.17
kapitalis	kiai	0.2
kapitalis	pramugari	0.13
kapitalis	motivator	0.17
kapitalis	kesatria	0.15
kapitalis	bendahara	0.1
kapitalis	downline	0.14
kapitalis	perawi	0.05
kapitalis	kuli	0.25
kapitalis	kreditur	0.28
kapitalis	kyai	0.2
kapitalis	biang	0.23
kapitalis	pesimis	0.23
kapitalis	saudagar	0.31
kapitalis	audiens	0.14
kapitalis	dai	0.18
kapitalis	maling	0.27
kapitalis	regulator	0.21
kapitalis	founder	0.14
kapitalis	moderator	0.06
kapitalis	pujangga	0.2
kapitalis	alumnus	0.12
kapitalis	komunikator	0.18
kapitalis	entrepreneur	0.31
kapitalis	redaktur	0.13
kapitalis	separatis	0.26
kapitalis	bujang	0.1
kapitalis	mumi	0.15
kapitalis	independent	0.17
kapitalis	konsul	0.13
kapitalis	tutor	0.06
kapitalis	laskar	0.1
kapitalis	badut	0.2
kapitalis	informan	0.18
kapitalis	mediator	0.14
kapitalis	humas	0.14
kapitalis	psikiater	0.11
kapitalis	otodidak	0.11
kapitalis	cleaning	0.09
kapitalis	indo	0.21
kapitalis	pesepakbola	0.16
kapitalis	filosof	0.3
kapitalis	krama	0.08
kapitalis	brahmana	0.18
kapitalis	simpatisan	0.28
kapitalis	petahana	0.15
kapitalis	musafir	0.15
kapitalis	duda	0.12
kapitalis	eksportir	0.25
kapitalis	guest	0.14
kapitalis	wiraswasta	0.23
kapitalis	nona	0.14
kapitalis	deputi	0.11
kapitalis	buronan	0.18
kapitalis	ateis	0.29
kapitalis	sosiolog	0.3
kapitalis	narator	0.09
kapitalis	maestro	0.18
kapitalis	perompak	0.31
kapitalis	tabib	0.16
kapitalis	konseli	0.03
kapitalis	woman	0.19
kapitalis	punggawa	0.19
kapitalis	firaun	0.21
kapitalis	humanis	0.33
kapitalis	intel	0.19
kapitalis	tameng	0.2
kapitalis	komunikan	0.17
kapitalis	pengamen	0.21
kapitalis	naturalis	0.28
kapitalis	waria	0.17
kapitalis	technical	0.1
kapitalis	marinir	0.09
kapitalis	bandit	0.3
kapitalis	inspektur	0.1
kapitalis	syetan	0.21
kapitalis	pecundang	0.36
kapitalis	borjuis	0.58
kapitalis	pialang	0.24
kapitalis	ekspatriat	0.22
kapitalis	praja	0.16
kapitalis	miliarder	0.29
kapitalis	satria	0.16
kapitalis	laksamana	0.1
kapitalis	maniak	0.32
kapitalis	transmigran	0.15
kapitalis	blasteran	0.19
kapitalis	mujtahid	0.14
kapitalis	tiran	0.36
kapitalis	decision	0.07
kapitalis	sepuh	0.07
kapitalis	resign	0.01
kapitalis	marketer	0.25
kapitalis	prabu	0.15
kapitalis	koboi	0.23
kapitalis	persona	0.18
kapitalis	fighter	0.16
kapitalis	pegiat	0.21
kapitalis	priyayi	0.3
kapitalis	mbok	0.18
kapitalis	agamis	0.28
kapitalis	purnawirawan	0.14
kapitalis	peragawati	0.16
kapitalis	demokrat	0.44
kapitalis	mantri	0.11
kapitalis	syuhada	0.11
kapitalis	sekuriti	0.19
kapitalis	mujahid	0.16
kapitalis	idiot	0.2
kapitalis	demokratik	0.43
kapitalis	salesman	0.16
kapitalis	eyang	0.08
kapitalis	bajingan	0.28
kapitalis	selebritas	0.22
kapitalis	paramedis	0.05
kapitalis	dirigen	0.11
kapitalis	translator	0.09
kapitalis	principal	0.19
kapitalis	panitera	0.06
kapitalis	panelis	0.16
kapitalis	orator	0.15
kapitalis	mursyid	0.02
kapitalis	algojo	0.15
kapitalis	pawang	0.06
kapitalis	sersan	0.04
kapitalis	rentenir	0.34
kapitalis	kompeni	0.25
kapitalis	superstar	0.18
kapitalis	ekstremis	0.33
kapitalis	perjaka	0.09
kapitalis	comic	0.13
kapitalis	jagal	0.23
kapitalis	diva	0.17
kapitalis	modernis	0.34
kapitalis	sipir	0.11
kapitalis	partisan	0.35
kapitalis	patriot	0.22
kapitalis	habib	0.13
kapitalis	materialis	0.52
kapitalis	inovator	0.26
kapitalis	sahaya	0.17
kapitalis	polwan	0.05
kapitalis	mubaligh	0.11
kapitalis	pemrakarsa	0.16
kapitalis	mahasiwa	0.23
kapitalis	observer	0.08
kapitalis	saintis	0.22
kapitalis	akrobatik	0.13
kapitalis	raden	0.12
kapitalis	volunteer	0.09
kapitalis	bintara	0.13
kapitalis	cagub	0.16
kapitalis	kondektur	0.16
kapitalis	opsir	0.15
kapitalis	bodyguard	0.15
kapitalis	negosiator	0.23
kapitalis	agnostik	0.21
kapitalis	angota	0.09
kapitalis	reserse	0.09
kapitalis	teknokrat	0.4
kapitalis	oportunis	0.38
kapitalis	flamboyan	0.18
kapitalis	mucikari	0.2
kapitalis	terperiksa	0.1
kapitalis	biduan	0.17
kapitalis	konstruktivis	0.3
kapitalis	cerpenis	0.16
kapitalis	sinden	0.13
kapitalis	binatu	0.09
kapitalis	kiyai	0.18
kapitalis	romusha	0.18
kapitalis	wapres	0.14
kapitalis	pelayat	0.2
kapitalis	bumiputera	0.29
kapitalis	nyai	0.12
kapitalis	mantu	0.05
kapitalis	bartender	0.15
kapitalis	enterpreneur	0.3
kapitalis	ekstrovert	0.14
kapitalis	formatur	0.02
kapitalis	rohaniawan	0.18
kapitalis	rasionalis	0.43
kapitalis	gigolo	0.12
kapitalis	presidium	0.13
kapitalis	upline	0.13
kapitalis	asesor	-0.06
kapitalis	nahkoda	0.09
kapitalis	franchisee	0.23
kapitalis	evaluator	0.1
kapitalis	porter	0.12
kapitalis	sensei	-0.01
kapitalis	buzzer	0.21
kapitalis	lover	0.14
kapitalis	sayyid	0.18
kapitalis	keparat	0.24
kapitalis	marsekal	0.14
kapitalis	kontrolir	0.08
kapitalis	mubalig	0.12
kapitalis	organisator	0.18
kapitalis	balerina	0.18
kapitalis	selebgram	0.12
kapitalis	bumiputra	0.31
kapitalis	kopral	0.04
kapitalis	kalifah	0.16
kapitalis	perias	0.11
kapitalis	arsiparis	0.06
kapitalis	gentlemen	0.18
kapitalis	waiter	0.11
kapitalis	loper	0.16
kapitalis	waliyullah	0.13
kapitalis	marxis	0.52
kapitalis	liberalis	0.61
kapitalis	judoka	0.19
kapitalis	businessman	0.38
kapitalis	syaman	0.06
kapitalis	widyaiswara	0.01
kapitalis	learner	0.07
kapitalis	ginekolog	0.1
kapitalis	residivis	0.16
kapitalis	tumenggung	0.14
kapitalis	ketum	0.09
kapitalis	murabbi	0.04
kapitalis	wagub	0.05
kapitalis	vlogger	0.15
kapitalis	kapolda	0.12
kapitalis	kacung	0.29
kapitalis	koleris	0.28
kapitalis	moralis	0.43
kapitalis	propagandis	0.32
kapitalis	voter	0.13
kapitalis	adopter	0.23
kapitalis	inlander	0.24
kapitalis	peresensi	0.16
kapitalis	klinisi	0.1
kapitalis	jongos	0.32
kapitalis	mayoret	0.07
kapitalis	devi	0
kapitalis	waskita	0.11
kapitalis	ballerina	0.09
kapitalis	enterpreneurship	0.26
kapitalis	jugun	0.14
kapitalis	mukminah	0.22
kapitalis	teungku	0.11
kapitalis	mandataris	0.18
kapitalis	reformer	0.34
kapitalis	grader	0.19
kapitalis	sekularis	0.42
kapitalis	filosuf	0.25
kapitalis	konservator	0.25
kapitalis	madam	0.19
kapitalis	masbuk	0.06
kapitalis	cendikia	0.21
kapitalis	validator	0.06
kapitalis	terroris	0.34
kapitalis	duchess	0.05
kapitalis	meneer	0.25
kapitalis	godfather	0.33
kapitalis	assessor	0.07
kapitalis	paramedik	0.06
kapitalis	egoistik	0.34
kapitalis	floris	0.21
kapitalis	biduanita	0.23
kapitalis	clairvoyance	0.06
kapitalis	bhiksuni	0.08
kapitalis	evangelist	0.21
kapitalis	gatekeeper	0.21
kapitalis	diktaktor	0.43
kapitalis	ekspat	0.26
kapitalis	inspektor	0.14
kapitalis	superintendent	0.18
kapitalis	foreman	0.21
kapitalis	golfer	0.07
kapitalis	sebatangkara	0.18
kapitalis	herpetolog	0.13
kapitalis	strategist	0.22
kapitalis	selebtwit	0.17
kapitalis	achiever	0.11
kapitalis	hispanik	0.22
kapitalis	ghostwriter	0.15
kapitalis	nulipara	0.13
kapitalis	legalis	0.4
kapitalis	networker	0.3
kapitalis	monetaris	0.42
kapitalis	pamongpraja	0.21
kapitalis	pengibing	0.18
kapitalis	taekwondoin	0.07
kapitalis	paedofil	0.21
kapitalis	campers	0.24
kapitalis	pramusiwi	0.1
kapitalis	wirausahaan	0.26
kapitalis	kooperator	0.33
kapitalis	perempuaan	0.23
kapitalis	markonis	0.17
kapitalis	sadomasokis	0.18
kapitalis	mushalli	0.1
kapitalis	mubayyin	0.06
kapitalis	koder	0.2
kapitalis	laksmana	0.26
kapitalis	nonpartisipan	0.18
kapitalis	kristalografer	0.21
kapitalis	marbut	0.01
kapitalis	snowboarder	0.17
kapitalis	crossline	0.07
kapitalis	murabi	0.19
kapitalis	postrukturalis	0.37
kapitalis	budayan	0.31
kapitalis	penaluk	0.33
kapitalis	propagandais	0.34
kapitalis	khatamul	0.01
kapitalis	controlleur	0.09
suporter	alim	0.13
suporter	mukmin	0.17
suporter	siluman	0.08
suporter	suster	0.21
suporter	guide	0.2
suporter	detektif	0.15
suporter	jaksa	0.24
suporter	agent	0.19
suporter	kolektor	0.29
suporter	business	0.09
suporter	macan	0.2
suporter	elite	0.31
suporter	pendekar	0.25
suporter	pastor	0.27
suporter	sanak	0.2
suporter	kontributor	0.27
suporter	trader	0.18
suporter	preman	0.29
suporter	mafia	0.3
suporter	direksi	0.23
suporter	konduktor	0.19
suporter	fasilitator	0.21
suporter	miss	0.05
suporter	kristen	0.27
suporter	partisipan	0.24
suporter	bibi	0.15
suporter	pramuka	0.27
suporter	birokrat	0.2
suporter	pensiunan	0.23
suporter	anarkis	0.45
suporter	mentor	0.21
suporter	rias	0.12
suporter	botani	0.14
suporter	programmer	0.2
suporter	designer	0.14
suporter	hadirin	0.3
suporter	jemaah	0.37
suporter	narapidana	0.25
suporter	kasir	0.14
suporter	panutan	0.31
suporter	gerombolan	0.36
suporter	biksu	0.23
suporter	debitur	0.13
suporter	supplier	0.18
suporter	diktator	0.17
suporter	abdi	0.19
suporter	sesepuh	0.3
suporter	lesbian	0.17
suporter	lurah	0.15
suporter	satpam	0.18
