noun_w_ekor	noun_w_buah	cossim
kumbang	representasi	0.17
kumbang	sandal	0.2
kumbang	gerbong	0.21
kumbang	halangan	0.17
kumbang	mal	0.1
kumbang	keranjang	0.24
kumbang	cafe	0.13
kumbang	supermarket	0.1
kumbang	jeda	0.21
kumbang	panti	0.1
kumbang	perkakas	0.19
kumbang	bingkai	0.21
kumbang	gang	0.17
kumbang	sedan	0.26
kumbang	kutukan	0.17
kumbang	matriks	0.13
kumbang	koridor	0.11
kumbang	obrolan	0.18
kumbang	perbincangan	0.19
kumbang	mangkuk	0.26
kumbang	ranting	0.23
kumbang	lorong	0.22
kumbang	kios	0.19
kumbang	pojok	0.2
kumbang	warnet	0.12
kumbang	narasi	0.18
kumbang	puskesmas	0.12
kumbang	panci	0.22
kumbang	kiriman	0.14
kumbang	tinju	0.15
kumbang	konsistensi	0.08
kumbang	plugin	0.1
kumbang	pementasan	0.15
kumbang	sketsa	0.19
kumbang	tato	0.18
kumbang	arca	0.2
kumbang	galeri	0.12
kumbang	pura	0.21
kumbang	kebodohan	0.17
kumbang	pantun	0.2
kumbang	teriakan	0.16
kumbang	dermaga	0.11
kumbang	kejelasan	0.06
kumbang	hub	0.05
kumbang	agensi	0.06
kumbang	kosakata	0.17
kumbang	pertengkaran	0.24
kumbang	ajakan	0.11
kumbang	node	0.05
kumbang	tape	0.22
kumbang	sistim	0.12
kumbang	spanduk	0.19
kumbang	akuarium	0.23
kumbang	konsensus	0.08
kumbang	tugu	0.26
kumbang	lelucon	0.18
kumbang	kemewahan	0.18
kumbang	konsepsi	0.15
kumbang	tesis	0.04
kumbang	becak	0.27
kumbang	sandiwara	0.17
kumbang	pelarian	0.2
kumbang	alarm	0.18
kumbang	portofolio	0.11
kumbang	metodologi	0.1
kumbang	risalah	0.08
kumbang	fragmen	0.15
kumbang	senar	0.25
kumbang	sekte	0.12
kumbang	feature	0.06
kumbang	melodi	0.21
kumbang	brosur	0.2
kumbang	anjuran	0.08
kumbang	altar	0.08
kumbang	pencitraan	0.12
kumbang	ringkasan	0.21
kumbang	mukjizat	0.12
kumbang	sangkar	0.27
kumbang	akhiran	0.01
kumbang	parit	0.21
kumbang	kaus	0.24
kumbang	sajak	0.2
kumbang	tontonan	0.24
kumbang	koper	0.13
kumbang	telaga	0.2
kumbang	orkestra	0.16
kumbang	ilusi	0.19
kumbang	amplop	0.17
kumbang	ormas	0.21
kumbang	karaoke	0.16
kumbang	kerinduan	0.13
kumbang	tikungan	0.13
kumbang	lonceng	0.26
kumbang	resort	0.12
kumbang	nota	0.16
kumbang	fondasi	0.11
kumbang	perhelatan	0.15
kumbang	tonggak	0.22
kumbang	halte	0.13
kumbang	semangka	0.27
kumbang	plakat	0.21
kumbang	gengsi	0.08
kumbang	kardus	0.26
kumbang	kapak	0.2
kumbang	harmoni	0.09
kumbang	idealisme	0.09
kumbang	lakon	0.08
kumbang	gunting	0.22
kumbang	kerikil	0.24
kumbang	dilema	0.12
kumbang	jebakan	0.26
kumbang	ruko	0.16
kumbang	tong	0.15
kumbang	prosa	0.22
kumbang	gendang	0.23
kumbang	pengkhianatan	0.16
kumbang	garapan	0.15
kumbang	analogi	0.21
kumbang	pose	0.11
kumbang	terusan	0.22
kumbang	board	0.08
kumbang	penegasan	0.09
kumbang	firma	0.13
kumbang	piagam	0.15
kumbang	tanjung	0.19
kumbang	gong	0.2
kumbang	karung	0.27
kumbang	kanvas	0.16
kumbang	kontrakan	0.17
kumbang	simpang	0.09
kumbang	sayembara	0.15
kumbang	cerminan	0.22
kumbang	ember	0.24
kumbang	gundukan	0.19
kumbang	meridian	0.1
kumbang	lempengan	0.24
kumbang	lompatan	0.14
kumbang	renungan	0.16
kumbang	ransel	0.14
kumbang	sim	0.1
kumbang	akronim	0.06
kumbang	kongsi	0.11
kumbang	cluster	0.12
kumbang	tanggul	0.19
kumbang	nisan	0.11
kumbang	sisir	0.21
kumbang	cawan	0.21
kumbang	petisi	0.18
kumbang	pelataran	0.19
kumbang	perempatan	0.17
kumbang	dahan	0.24
kumbang	gergaji	0.26
kumbang	rangkuman	0.2
kumbang	kilang	0.16
kumbang	ketukan	0.19
kumbang	bisikan	0.17
kumbang	surau	0.19
kumbang	proposisi	0.14
kumbang	gubuk	0.29
kumbang	karton	0.25
kumbang	puzzle	0.14
kumbang	kontradiksi	0.09
kumbang	minimarket	0.11
kumbang	curug	0.13
kumbang	pawai	0.21
kumbang	kiasan	0.23
kumbang	laci	0.11
kumbang	bungkusan	0.21
kumbang	hirarki	0.06
kumbang	kontainer	0.21
kumbang	kerumitan	0.09
kumbang	pahatan	0.15
kumbang	vas	0.15
kumbang	dogma	0.06
kumbang	sanggar	0.16
kumbang	senter	0.22
kumbang	sindiran	0.19
kumbang	ikhtiar	0.1
kumbang	anion	0.13
kumbang	petikan	0.24
kumbang	lokakarya	0.17
kumbang	mangan	0.06
kumbang	metafora	0.24
kumbang	mikrofon	0.2
kumbang	kewajaran	0.11
kumbang	penantian	0.2
kumbang	gate	0.06
kumbang	kation	0.15
kumbang	mercusuar	0.15
kumbang	keran	0.16
kumbang	demokratisasi	0.09
kumbang	wisma	0.09
kumbang	vila	0.13
kumbang	guci	0.2
kumbang	sukun	0.19
kumbang	sequence	0.08
kumbang	pergelaran	0.08
kumbang	perda	0.15
kumbang	meteran	0.23
kumbang	telegram	0.05
kumbang	paradoks	0.14
kumbang	periuk	0.18
kumbang	firasat	0.07
kumbang	hikayat	0.14
kumbang	gamet	0.16
kumbang	losmen	0.05
kumbang	inskripsi	0.12
kumbang	ceruk	0.23
kumbang	mengkudu	0.22
kumbang	plaza	0.1
kumbang	pasak	0.18
kumbang	morfem	0.24
kumbang	puri	0.16
kumbang	tuturan	0.1
kumbang	amandemen	0.13
kumbang	pelaminan	0.1
kumbang	ironi	0.15
kumbang	almari	0.2
kumbang	keniscayaan	0.21
kumbang	bumper	0.2
kumbang	lesung	0.18
kumbang	petaka	0.25
kumbang	ujaran	0.23
kumbang	boks	0.19
kumbang	baskom	0.24
kumbang	simfoni	0.24
kumbang	nampan	0.17
kumbang	simbiosis	0.14
kumbang	sekoci	0.16
kumbang	kesengajaan	0.12
kumbang	paviliun	0.15
kumbang	penggaris	0.23
kumbang	nomina	0.13
kumbang	hologram	0.21
kumbang	petasan	0.22
kumbang	mosi	-0.02
kumbang	matakuliah	0.08
kumbang	tamparan	0.18
kumbang	gayung	0.23
kumbang	motel	0.09
kumbang	crane	0.17
kumbang	kiwi	0.19
kumbang	cangkul	0.24
kumbang	hantaman	0.26
kumbang	kecupan	0.19
kumbang	tempayan	0.16
kumbang	komersialisasi	0.21
kumbang	bohlam	0.24
kumbang	minibus	0.17
kumbang	adisi	0.16
kumbang	diskursus	0.16
kumbang	dipan	0.18
kumbang	lokus	0.07
kumbang	tunnel	0.06
kumbang	korpus	0.14
kumbang	bazar	0.15
kumbang	kelab	0.1
kumbang	manifesto	0.09
kumbang	layangan	0.26
kumbang	gentong	0.22
kumbang	potential	0.02
kumbang	panser	0.22
kumbang	simposium	0.16
kumbang	sakelar	0.17
kumbang	kapuk	0.25
kumbang	katrol	0.17
kumbang	lamunan	0.22
kumbang	plang	0.12
kumbang	gurauan	0.19
kumbang	postulat	0.07
kumbang	restauran	0.08
kumbang	kelaziman	0.08
kumbang	belalai	0.28
kumbang	sand	0.13
kumbang	melodrama	0.16
kumbang	konstruk	0.1
kumbang	bakpao	0.22
kumbang	termos	0.14
kumbang	modalitas	0.05
kumbang	kontinum	0.19
kumbang	ketidaksengajaan	0.18
kumbang	jip	0.15
kumbang	stetoskop	0.14
kumbang	asbak	0.17
kumbang	komuniti	0.14
kumbang	musala	0.21
kumbang	finite	0.06
kumbang	gubug	0.24
kumbang	vlog	0.09
kumbang	alegori	0.12
kumbang	kemustahilan	0.17
kumbang	puli	0.18
kumbang	konperensi	0.13
kumbang	mahligai	0.19
kumbang	rempeyek	0.24
kumbang	tangsi	0.16
kumbang	keranda	0.29
kumbang	serunai	0.28
kumbang	tranformasi	0.13
kumbang	jerigen	0.15
kumbang	bufet	0.17
kumbang	paradigm	0.02
kumbang	leksem	0.17
kumbang	rencong	0.23
kumbang	kersen	0.29
kumbang	ogung	0.22
kumbang	transmiter	0.03
kumbang	besek	0.26
kumbang	teratak	0.28
kumbang	prakondisi	0.19
kumbang	buntalan	0.28
kumbang	kubang	0.25
kumbang	settlements	0.09
kumbang	lepat	0.17
kumbang	tetrad	0.1
kumbang	gandang	0.26
kumbang	telomere	0.19
kumbang	gundu	0.26
kumbang	episteme	0.01
kumbang	krans	0.28
kumbang	sarune	0.19
kumbang	suitan	0.3
kumbang	hasapi	0.28
kumbang	boombox	0.26
kumbang	artshop	0.12
kumbang	lakuna	0.09
kumbang	penyerah	0.19
kumbang	kungkung	0.24
kumbang	derat	0.11
kumbang	lepau	0.15
kumbang	taxable	0.12
kumbang	performativitas	-0
ikan	bagian	0.25
ikan	hal	0.26
ikan	hari	0.28
ikan	bahasa	0.24
ikan	anak	0.35
ikan	tempat	0.31
ikan	cara	0.25
ikan	dunia	0.27
ikan	kali	0.24
ikan	rumah	0.27
ikan	kota	0.24
ikan	air	0.47
ikan	nama	0.23
ikan	hasil	0.32
ikan	masyarakat	0.3
ikan	masa	0.24
ikan	negara	0.27
ikan	kelas	0.24
ikan	kata	0.21
ikan	tanggal	0.17
ikan	film	0.26
ikan	jenis	0.44
ikan	penyakit	0.34
ikan	harga	0.3
ikan	perusahaan	0.24
ikan	proses	0.21
ikan	desa	0.26
ikan	perjalanan	0.2
ikan	daerah	0.31
ikan	wilayah	0.26
ikan	informasi	0.27
ikan	masalah	0.25
ikan	tubuh	0.38
ikan	sistem	0.21
ikan	bentuk	0.32
ikan	produk	0.35
ikan	rasa	0.29
ikan	sekolah	0.21
ikan	makanan	0.52
ikan	jalan	0.23
ikan	obat	0.36
ikan	awal	0.2
ikan	jumlah	0.34
ikan	keluarga	0.28
ikan	pendidikan	0.2
ikan	kerja	0.21
ikan	mata	0.36
ikan	data	0.23
ikan	artikel	0.24
ikan	pemerintah	0.25
ikan	lagu	0.22
ikan	ibu	0.22
ikan	mesin	0.24
ikan	tanah	0.31
ikan	tujuan	0.15
ikan	kelompok	0.31
ikan	jam	0.22
ikan	buku	0.27
ikan	makan	0.47
ikan	kehidupan	0.29
ikan	tim	0.22
ikan	hukum	0.18
ikan	akhir	0.17
ikan	hubungan	0.19
ikan	kegiatan	0.31
ikan	sumber	0.31
ikan	kecamatan	0.22
ikan	program	0.21
ikan	hati	0.3
ikan	situs	0.15
ikan	tangan	0.32
ikan	musik	0.25
ikan	usaha	0.3
ikan	penilaian	0.22
ikan	bola	0.34
ikan	malam	0.28
ikan	bisnis	0.28
ikan	bidang	0.21
ikan	kondisi	0.28
ikan	suara	0.25
ikan	alat	0.28
ikan	media	0.23
ikan	nilai	0.27
ikan	ilmu	0.21
ikan	posisi	0.21
ikan	blog	0.21
ikan	musim	0.24
ikan	agama	0.23
ikan	gambar	0.32
ikan	kemampuan	0.24
ikan	lingkungan	0.27
ikan	kebutuhan	0.29
ikan	mobil	0.3
ikan	kepala	0.33
ikan	acara	0.18
ikan	ruang	0.23
ikan	pesawat	0.3
ikan	album	0.19
ikan	aplikasi	0.19
ikan	daya	0.32
ikan	barang	0.41
ikan	cerita	0.25
ikan	negeri	0.24
ikan	keadaan	0.26
ikan	sejarah	0.21
ikan	karya	0.25
ikan	politik	0.23
ikan	ekonomi	0.26
ikan	badan	0.29
ikan	pekerjaan	0.23
ikan	organisasi	0.2
ikan	perubahan	0.24
ikan	permainan	0.27
ikan	pusat	0.21
ikan	pasar	0.33
ikan	pilihan	0.26
ikan	pertanyaan	0.24
ikan	teknologi	0.21
ikan	komputer	0.18
ikan	bangsa	0.28
ikan	penelitian	0.21
ikan	sisi	0.23
ikan	foto	0.29
ikan	jaringan	0.28
ikan	batu	0.4
ikan	perangkat	0.25
ikan	pemerintahan	0.18
ikan	tiket	0.26
ikan	kekuatan	0.25
ikan	ukuran	0.31
ikan	produksi	0.3
ikan	arah	0.19
ikan	model	0.21
ikan	contoh	0.18
ikan	video	0.26
ikan	wisata	0.29
ikan	pribadi	0.18
ikan	halaman	0.13
ikan	daftar	0.24
ikan	wajah	0.33
ikan	versi	0.15
ikan	lokasi	0.25
ikan	tanaman	0.44
ikan	layanan	0.18
ikan	perkembangan	0.23
ikan	provinsi	0.21
ikan	kamar	0.16
ikan	surat	0.18
ikan	budaya	0.26
ikan	pengetahuan	0.25
ikan	operasi	0.21
ikan	gaya	0.23
ikan	perang	0.31
ikan	kapal	0.49
ikan	tugas	0.17
ikan	pengalaman	0.22
ikan	kasus	0.23
ikan	pertandingan	0.19
ikan	bangunan	0.27
ikan	kemungkinan	0.29
ikan	pembangunan	0.25
ikan	alasan	0.17
ikan	faktor	0.21
ikan	desain	0.23
ikan	terkait	0.29
ikan	fungsi	0.2
ikan	industri	0.3
ikan	zaman	0.26
ikan	pulau	0.36
ikan	nomor	0.17
ikan	kesempatan	0.24
ikan	pagi	0.26
ikan	televisi	0.25
ikan	hotel	0.21
ikan	jarak	0.19
ikan	energi	0.3
ikan	pantai	0.34
ikan	motor	0.33
ikan	periode	0.19
ikan	suku	0.31
ikan	klub	0.24
ikan	metode	0.22
ikan	pasukan	0.28
ikan	benda	0.33
ikan	pesan	0.26
ikan	sungai	0.48
ikan	komunikasi	0.17
ikan	aktivitas	0.31
ikan	istilah	0.19
ikan	berita	0.24
ikan	game	0.22
ikan	konsep	0.21
ikan	kantor	0.06
ikan	jalur	0.22
ikan	tindakan	0.22
ikan	daun	0.37
ikan	angka	0.23
ikan	tangga	0.18
ikan	gelar	0.17
ikan	karakter	0.26
ikan	sel	0.35
ikan	area	0.25
ikan	hutan	0.34
ikan	fasilitas	0.24
ikan	tanda	0.26
ikan	pintu	0.17
ikan	gerakan	0.25
ikan	bintang	0.26
ikan	kereta	0.27
ikan	garis	0.24
ikan	kayu	0.43
ikan	fitur	0.17
ikan	kerajaan	0.26
ikan	langkah	0.19
ikan	kematian	0.28
ikan	kawasan	0.31
ikan	titik	0.2
ikan	kebijakan	0.2
ikan	ayat	0.19
ikan	pembelajaran	0.22
ikan	pohon	0.37
ikan	serangan	0.29
ikan	teknik	0.24
ikan	tulisan	0.23
ikan	peran	0.25
ikan	kartu	0.23
ikan	peristiwa	0.27
ikan	jawaban	0.15
ikan	perbedaan	0.21
ikan	maskapai	0.23
ikan	lembaga	0.21
ikan	kekuasaan	0.24
ikan	individu	0.27
ikan	layar	0.32
ikan	teori	0.18
ikan	keputusan	0.15
ikan	kabupaten	0.18
ikan	link	0.18
ikan	sikap	0.19
ikan	grup	0.19
ikan	pola	0.29
ikan	stasiun	0.2
ikan	upaya	0.24
ikan	keuntungan	0.27
ikan	kehilangan	0.27
ikan	tipe	0.21
ikan	kejadian	0.25
ikan	kendaraan	0.27
ikan	toko	0.27
ikan	perasaan	0.22
ikan	unit	0.24
ikan	huruf	0.23
ikan	proyek	0.21
ikan	materi	0.29
ikan	asam	0.4
ikan	kode	0.15
ikan	standar	0.22
ikan	status	0.18
ikan	pelajaran	0.28
ikan	rencana	0.2
ikan	pendapat	0.19
ikan	kisah	0.25
ikan	iklan	0.23
ikan	kamera	0.26
ikan	virus	0.29
ikan	cahaya	0.27
ikan	modal	0.26
ikan	ruangan	0.22
ikan	bukti	0.24
ikan	situasi	0.19
ikan	file	0.19
ikan	peningkatan	0.24
ikan	manajemen	0.13
ikan	saluran	0.24
ikan	aliran	0.29
ikan	bank	0.2
ikan	partai	0.24
ikan	agen	0.26
ikan	akun	0.17
ikan	judul	0.2
ikan	perilaku	0.27
ikan	struktur	0.24
ikan	kategori	0.23
ikan	tentara	0.3
ikan	laporan	0.21
ikan	objek	0.29
ikan	pemilihan	0.25
ikan	gunung	0.33
ikan	generasi	0.24
ikan	kemenangan	0.2
ikan	pernikahan	0.14
ikan	arti	0.18
ikan	catatan	0.2
ikan	studi	0.18
ikan	komunitas	0.25
ikan	pertemuan	0.21
ikan	unsur	0.27
ikan	semangat	0.21
ikan	penjualan	0.3
ikan	senjata	0.33
ikan	kesalahan	0.18
ikan	mulut	0.31
ikan	lahan	0.32
ikan	gereja	0.23
ikan	batas	0.17
ikan	gol	0.19
ikan	siang	0.3
ikan	pandangan	0.23
ikan	lapangan	0.24
ikan	keseluruhan	0.25
ikan	band	0.22
ikan	ponsel	0.3
ikan	kuliah	0.15
ikan	kunci	0.22
ikan	episode	0.13
ikan	gigi	0.29
ikan	baju	0.32
ikan	makna	0.25
ikan	gedung	0.19
ikan	kertas	0.28
ikan	perbuatan	0.24
ikan	keinginan	0.21
ikan	jabatan	0.2
ikan	kabar	0.2
ikan	drama	0.18
ikan	penampilan	0.24
ikan	sudut	0.17
ikan	sarana	0.25
ikan	strategi	0.23
ikan	aturan	0.19
ikan	harapan	0.25
ikan	aspek	0.24
ikan	hadiah	0.27
ikan	kelapa	0.38
ikan	perencanaan	0.19
ikan	gula	0.26
ikan	masjid	0.25
ikan	era	0.19
ikan	latihan	0.19
ikan	tanya	0.23
ikan	potensi	0.31
ikan	telepon	0.16
ikan	payudara	0.27
ikan	kalimat	0.2
ikan	peralatan	0.32
ikan	penjelasan	0.16
ikan	populasi	0.35
ikan	luka	0.31
ikan	kepercayaan	0.24
ikan	kursi	0.19
ikan	dinding	0.22
ikan	alternatif	0.21
ikan	paket	0.23
ikan	peluang	0.29
ikan	perintah	0.17
ikan	investasi	0.25
ikan	komponen	0.28
ikan	pabrik	0.23
ikan	peraturan	0.22
ikan	kebiasaan	0.26
ikan	batang	0.34
ikan	ide	0.26
ikan	tradisi	0.29
ikan	novel	0.23
ikan	lubang	0.23
ikan	suasana	0.21
ikan	permasalahan	0.23
ikan	babak	0.12
ikan	kitab	0.18
ikan	aksi	0.23
ikan	radio	0.17
ikan	majalah	0.16
ikan	kampung	0.3
ikan	cabang	0.18
ikan	teks	0.27
ikan	meja	0.24
ikan	solusi	0.18
ikan	kompetisi	0.26
ikan	laga	0.13
ikan	tema	0.18
ikan	pemikiran	0.26
ikan	pengertian	0.17
ikan	ajaran	0.23
ikan	permintaan	0.24
ikan	taman	0.31
ikan	komentar	0.21
ikan	alamat	0.14
ikan	beban	0.21
ikan	rahasia	0.22
ikan	kebenaran	0.2
ikan	es	0.15
ikan	sepeda	0.31
ikan	syarat	0.2
ikan	tulang	0.38
ikan	lampu	0.31
ikan	pemahaman	0.21
ikan	biru	0.32
ikan	misi	0.14
ikan	pernyataan	0.14
ikan	latar	0.19
ikan	dosa	0.2
ikan	karier	0.16
ikan	kebudayaan	0.29
ikan	kain	0.34
ikan	perjanjian	0.22
ikan	campuran	0.34
ikan	kotak	0.27
ikan	arus	0.32
ikan	format	0.15
ikan	pertempuran	0.18
ikan	analisis	0.19
ikan	konflik	0.21
ikan	pendekatan	0.2
ikan	dokumen	0.23
ikan	fakta	0.22
ikan	pelatihan	0.22
ikan	sebutan	0.15
ikan	prestasi	0.21
ikan	ciri	0.27
ikan	prinsip	0.19
ikan	distrik	0.16
ikan	kompleks	0.21
ikan	mimpi	0.25
ikan	sosok	0.22
ikan	transaksi	0.27
ikan	kolam	0.57
ikan	kontrak	0.18
ikan	petunjuk	0.22
ikan	tombol	0.14
ikan	upacara	0.2
ikan	logam	0.38
ikan	sepatu	0.21
ikan	kampus	0.15
ikan	ketinggian	0.18
ikan	doa	0.19
ikan	kebaikan	0.22
ikan	planet	0.25
ikan	universitas	0.16
ikan	hukuman	0.25
ikan	ujian	0.14
ikan	perguruan	0.14
ikan	merek	0.18
ikan	perjuangan	0.15
ikan	kejahatan	0.23
ikan	peta	0.18
ikan	skor	0.14
ikan	masakan	0.46
ikan	ketentuan	0.2
ikan	level	0.16
ikan	perkara	0.21
ikan	jendela	0.17
ikan	kue	0.34
ikan	bus	0.17
ikan	tes	0.11
ikan	kaca	0.29
ikan	naskah	0.23
ikan	ajang	0.16
ikan	memori	0.19
ikan	nasi	0.4
ikan	kewajiban	0.15
ikan	label	0.18
ikan	istana	0.21
ikan	pengelolaan	0.3
ikan	rapat	0.15
ikan	kemajuan	0.17
ikan	dapur	0.27
ikan	pos	0.13
ikan	penawaran	0.2
ikan	kabel	0.21
ikan	kepemimpinan	0.17
ikan	biji	0.38
ikan	rekaman	0.25
ikan	persoalan	0.27
ikan	penjara	0.21
ikan	jurusan	0.13
ikan	satuan	0.2
ikan	peringatan	0.19
ikan	kenyataan	0.22
ikan	kecelakaan	0.19
ikan	bencana	0.25
ikan	konten	0.3
ikan	restoran	0.34
ikan	ikatan	0.17
ikan	sinyal	0.31
ikan	sore	0.25
ikan	jembatan	0.28
ikan	baterai	0.27
ikan	identitas	0.24
ikan	kekerasan	0.2
ikan	diskusi	0.18
ikan	keyakinan	0.18
ikan	tas	0.27
ikan	kesadaran	0.2
ikan	tantangan	0.24
ikan	gua	0.24
ikan	profesi	0.22
ikan	simbol	0.22
ikan	gitar	0.22
ikan	paham	0.19
ikan	panggilan	0.13
ikan	keterampilan	0.25
ikan	atom	0.25
ikan	gambaran	0.23
ikan	pemandangan	0.3
ikan	potongan	0.33
ikan	ancaman	0.23
ikan	rangkaian	0.21
ikan	bandara	0.17
ikan	kunjungan	0.21
ikan	danau	0.48
ikan	papan	0.26
ikan	fenomena	0.29
ikan	keberhasilan	0.21
ikan	panggung	0.21
ikan	topik	0.21
ikan	kebebasan	0.14
ikan	niat	0.17
ikan	medan	0.21
ikan	interaksi	0.27
ikan	kerjasama	0.17
ikan	kolom	0.22
ikan	satelit	0.14
ikan	pesta	0.23
ikan	dimensi	0.19
ikan	keindahan	0.31
ikan	plastik	0.32
ikan	bar	0.17
ikan	elemen	0.26
ikan	celana	0.22
ikan	kampanye	0.13
ikan	filsafat	0.19
ikan	perbatasan	0.21
ikan	studio	0.11
ikan	pertimbangan	0.17
ikan	kombinasi	0.26
ikan	kebetulan	0.28
ikan	kriteria	0.22
ikan	persiapan	0.21
ikan	harian	0.26
ikan	pembicaraan	0.16
ikan	konser	0.14
ikan	nada	0.1
ikan	botol	0.3
ikan	kesan	0.24
ikan	ucapan	0.22
ikan	pelabuhan	0.34
ikan	properti	0.26
ikan	surga	0.21
ikan	wawancara	0.11
ikan	pertunjukan	0.27
ikan	krisis	0.21
ikan	tabel	0.22
ikan	konteks	0.2
ikan	konstruksi	0.22
ikan	pengadilan	0.1
ikan	lomba	0.29
ikan	siklus	0.25
ikan	demokrasi	0.17
ikan	terapi	0.25
ikan	sinetron	0.21
ikan	lukisan	0.34
ikan	bukit	0.24
ikan	riwayat	0.18
ikan	tuntutan	0.18
ikan	riset	0.18
ikan	aset	0.31
ikan	perpustakaan	0.16
ikan	pelanggaran	0.16
ikan	patung	0.3
ikan	gagasan	0.25
ikan	pesanan	0.26
ikan	penemuan	0.24
ikan	definisi	0.17
ikan	isu	0.26
ikan	kontes	0.27
ikan	jaminan	0.27
ikan	perkebunan	0.25
ikan	praktik	0.21
ikan	lingkaran	0.27
ikan	distribusi	0.28
ikan	kalender	0.16
ikan	zona	0.27
ikan	makam	0.22
ikan	bunyi	0.2
ikan	daratan	0.33
ikan	disiplin	0.16
ikan	kekalahan	0.2
ikan	logo	0.21
ikan	adegan	0.23
ikan	wadah	0.31
ikan	tali	0.25
ikan	museum	0.23
ikan	mekanisme	0.18
ikan	kandang	0.28
ikan	pergerakan	0.28
ikan	kebun	0.33
ikan	percobaan	0.19
ikan	puisi	0.29
ikan	variabel	0.2
ikan	roti	0.47
ikan	basis	0.18
ikan	map	0.09
ikan	peradaban	0.2
ikan	kegagalan	0.18
ikan	browser	0.08
ikan	perayaan	0.24
ikan	forum	0.15
ikan	janji	0.21
ikan	perkawinan	0.21
ikan	perekonomian	0.26
ikan	rekening	0.18
ikan	gelas	0.23
ikan	gerbang	0.11
ikan	pengakuan	0.18
ikan	busana	0.26
ikan	obyek	0.29
ikan	kajian	0.21
ikan	dewan	0.14
ikan	kesuksesan	0.17
ikan	dataran	0.23
ikan	persamaan	0.14
ikan	tinjauan	0.05
ikan	kesatuan	0.21
ikan	kesepakatan	0.17
ikan	perumahan	0.23
ikan	dusun	0.24
ikan	evaluasi	0.16
ikan	penutup	0.18
ikan	pemberontakan	0.13
ikan	kurikulum	0.24
ikan	bom	0.35
ikan	pengajaran	0.24
ikan	komposisi	0.27
ikan	visi	0.12
ikan	resolusi	0.12
ikan	inspirasi	0.2
ikan	tabung	0.27
ikan	candi	0.21
ikan	komitmen	0.13
ikan	koperasi	0.23
ikan	kebahagiaan	0.21
ikan	inovasi	0.21
ikan	susunan	0.23
ikan	karet	0.33
ikan	profil	0.15
ikan	menara	0.2
ikan	sesi	0.14
ikan	kebakaran	0.23
ikan	kritik	0.16
ikan	benteng	0.2
ikan	undangan	0.14
ikan	pedang	0.33
ikan	kesimpulan	0.16
ikan	instrumen	0.22
ikan	cincin	0.3
ikan	terminal	0.16
ikan	ban	0.24
ikan	panduan	0.17
ikan	perahu	0.46
ikan	laboratorium	0.18
ikan	institusi	0.21
ikan	tahapan	0.23
ikan	tembok	0.2
ikan	larutan	0.33
ikan	koran	0.21
ikan	divisi	0.17
ikan	legenda	0.24
ikan	jeruk	0.39
ikan	problem	0.18
ikan	makalah	0.15
ikan	angkutan	0.27
ikan	pengukuran	0.21
ikan	organisme	0.41
ikan	fiksi	0.18
ikan	platform	0.14
ikan	dugaan	0.2
ikan	impian	0.14
ikan	tiang	0.28
ikan	keadilan	0.11
ikan	rantai	0.3
ikan	pesantren	0.18
ikan	partikel	0.29
ikan	kerangka	0.28
ikan	instansi	0.2
ikan	pameran	0.25
ikan	permohonan	0.14
ikan	boneka	0.28
ikan	senyum	0.24
ikan	jurnal	0.19
ikan	keseimbangan	0.23
ikan	pedoman	0.17
ikan	tambang	0.32
ikan	citra	0.22
ikan	perlawanan	0.2
ikan	peperangan	0.21
ikan	revolusi	0.14
ikan	pengumuman	0.2
ikan	kemasan	0.25
ikan	persahabatan	0.21
ikan	tawaran	0.23
ikan	pencapaian	0.13
ikan	acuan	0.21
ikan	jagung	0.38
ikan	usul	0.19
ikan	hadis	0.26
ikan	kehormatan	0.2
ikan	survei	0.15
ikan	otoritas	0.23
ikan	momen	0.22
ikan	prioritas	0.2
ikan	robot	0.33
ikan	muatan	0.29
ikan	kursus	0.18
ikan	pipa	0.32
ikan	padang	0.27
ikan	tren	0.2
ikan	ekspresi	0.21
ikan	persepsi	0.21
ikan	percakapan	0.21
ikan	ungkapan	0.21
ikan	dialog	0.17
ikan	realitas	0.19
ikan	kenangan	0.23
ikan	indikator	0.27
ikan	drum	0.31
ikan	festival	0.28
ikan	rekomendasi	0.18
ikan	gen	0.26
ikan	mainan	0.29
ikan	mitos	0.24
ikan	rancangan	0.24
ikan	medali	0.28
ikan	brand	0.13
ikan	rumus	0.15
ikan	karangan	0.26
ikan	sensasi	0.25
ikan	kantong	0.32
ikan	dinasti	0.16
ikan	dorongan	0.19
ikan	warung	0.32
ikan	batasan	0.19
ikan	kondom	0.15
ikan	subjek	0.23
ikan	bayangan	0.24
ikan	pagar	0.22
ikan	markas	0.16
ikan	misteri	0.24
ikan	peluru	0.22
ikan	lemari	0.22
ikan	presentasi	0.21
ikan	sumur	0.29
ikan	apartemen	0.21
ikan	tarian	0.27
ikan	senapan	0.25
ikan	pertarungan	0.24
ikan	cipta	0.16
ikan	konferensi	0.09
ikan	usulan	0.2
ikan	kecenderungan	0.22
ikan	destinasi	0.23
ikan	bangku	0.16
ikan	fakultas	0.16
ikan	insiden	0.2
ikan	ideologi	0.23
ikan	pidato	0.15
ikan	seminar	0.16
ikan	lembah	0.25
ikan	ledakan	0.24
ikan	benang	0.3
ikan	pengembang	0.23
ikan	pisau	0.32
ikan	alur	0.21
ikan	paha	0.27
